TANAMAN,JENIS,KODE PROVINSI (BPS),PROVINSI,TAHUN,LUAS PANEN (HA),PRODUKSI (KWINTAL),PRODUKTIVITAS
Bayam,Sayuran,52,NUSA TENGGARA BARAT,2021,89.24,8256.48, 92.52 
Bayam,Sayuran,53,NUSA TENGGARA TIMUR,2021,1247,51554.94, 41.34 
Bayam,Sayuran,61,KALIMANTAN BARAT,2021,1483.72,27010.46, 18.20 
Bayam,Sayuran,62,KALIMANTAN TENGAH,2021,721.5,15780.62, 21.87 
Bayam,Sayuran,63,KALIMANTAN SELATAN,2021,605.79,16733.54, 27.62 
Bayam,Sayuran,64,KALIMANTAN TIMUR,2021,1235.74,53340.38, 43.16 
Bayam,Sayuran,65,KALIMANTAN UTARA,2021,432.71,23779.14, 54.95 
Bayam,Sayuran,71,SULAWESI UTARA,2021,241.48,6119.87, 25.34 
Bayam,Sayuran,72,SULAWESI TENGAH,2021,577.57,11721.43, 20.29 
Bayam,Sayuran,73,SULAWESI SELATAN,2021,2357.3,66421.45, 28.18 
Bayam,Sayuran,74,SULAWESI TENGGARA,2021,1424.7,24364.72, 17.10 
Bayam,Sayuran,75,GORONTALO,2021,18,169.14, 9.40 
Bayam,Sayuran,76,SULAWESI BARAT,2021,5176.3,13718.31, 2.65 
Bayam,Sayuran,81,MALUKU,2021,646.95,18003.87, 27.83 
Bayam,Sayuran,82,MALUKU UTARA,2021,268.6,5386.32, 20.05 
Bayam,Sayuran,91,PAPUA BARAT,2021,654.84,23487.07, 35.87 
Bayam,Sayuran,94,PAPUA,2021,814.43,27108.23, 33.28 
Buncis,Sayuran,11,ACEH,2021,80.4,5847.2, 72.73 
Buncis,Sayuran,12,SUMATERA UTARA,2021,2681.88,498564.4, 185.90 
Buncis,Sayuran,13,SUMATERA BARAT,2021,2650.91,417382.75, 157.45 
Buncis,Sayuran,14,RIAU,2021,19.1,84, 4.40 
Buncis,Sayuran,15,JAMBI,2021,367.5,42846.5, 116.59 
Buncis,Sayuran,16,SUMATERA SELATAN,2021,379.2,35369.8, 93.27 
Buncis,Sayuran,17,BENGKULU,2021,1630.89,298033.62, 182.74 
Buncis,Sayuran,18,LAMPUNG,2021,632.75,44538.9, 70.39 
Buncis,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2021,73.75,5163.8, 70.02 
Buncis,Sayuran,21,KEPULAUAN RIAU,2021,21.87,2553.9, 116.78 
Buncis,Sayuran,31,DKI JAKARTA,2021,0,0, -   
Buncis,Sayuran,32,JAWA BARAT,2021,5018.5,860933.95, 171.55 
Buncis,Sayuran,33,JAWA TENGAH,2021,2904.11,275600.6, 94.90 
Buncis,Sayuran,34,DI YOGYAKARTA,2021,40.01,3220.45, 80.49 
Buncis,Sayuran,35,JAWA TIMUR,2021,1828.29,285962.66, 156.41 
Buncis,Sayuran,36,BANTEN,2021,12,550.5, 45.88 
Buncis,Sayuran,51,BALI,2021,891,70357.2, 78.96 
Buncis,Sayuran,52,NUSA TENGGARA BARAT,2021,272.3,23235, 85.33 
Buncis,Sayuran,53,NUSA TENGGARA TIMUR,2021,536.23,44478.17, 82.95 
Buncis,Sayuran,61,KALIMANTAN BARAT,2021,567.65,18351.66, 32.33 
Buncis,Sayuran,62,KALIMANTAN TENGAH,2021,270.25,29274.15, 108.32 
Buncis,Sayuran,63,KALIMANTAN SELATAN,2021,401.81,19577.68, 48.72 
Buncis,Sayuran,64,KALIMANTAN TIMUR,2021,583.41,52386.74, 89.79 
Buncis,Sayuran,65,KALIMANTAN UTARA,2021,147.75,11968.1, 81.00 
Buncis,Sayuran,71,SULAWESI UTARA,2021,201.62,19317.56, 95.81 
Buncis,Sayuran,72,SULAWESI TENGAH,2021,169.14,13297.41, 78.62 
Buncis,Sayuran,73,SULAWESI SELATAN,2021,720.25,73209.96, 101.65 
Buncis,Sayuran,74,SULAWESI TENGGARA,2021,134.96,2026.25, 15.01 
Buncis,Sayuran,75,GORONTALO,2021,0,0, -   
Buncis,Sayuran,76,SULAWESI BARAT,2021,50,454, 9.08 
Buncis,Sayuran,81,MALUKU,2021,265.51,11727.95, 44.17 
Buncis,Sayuran,82,MALUKU UTARA,2021,75.9,4189.95, 55.20 
Buncis,Sayuran,91,PAPUA BARAT,2021,227.19,11732.91, 51.64 
Buncis,Sayuran,94,PAPUA,2021,251.32,25498.96, 101.46 
Cabai Besar/ Tw / Teropong,Sayuran,11,ACEH,2021,727.88,43105.93, 59.22 
Cabai Besar/ Tw / Teropong,Sayuran,12,SUMATERA UTARA,2021,756.93,74640.52, 98.61 
Cabai Besar/ Tw / Teropong,Sayuran,13,SUMATERA BARAT,2021,25.2,395.5, 15.69 
Cabai Besar/ Tw / Teropong,Sayuran,14,RIAU,2021,447.76,15391.51, 34.37 
Cabai Besar/ Tw / Teropong,Sayuran,15,JAMBI,2021,1834.5,161215.91, 87.88 
Cabai Besar/ Tw / Teropong,Sayuran,16,SUMATERA SELATAN,2021,1588.05,77342.8, 48.70 
Cabai Besar/ Tw / Teropong,Sayuran,17,BENGKULU,2021,5361.8,345483.4, 64.43 
Cabai Besar/ Tw / Teropong,Sayuran,18,LAMPUNG,2021,2444.85,130177.4, 53.25 
Cabai Besar/ Tw / Teropong,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2021,90.17,10494.41, 116.38 
Cabai Besar/ Tw / Teropong,Sayuran,21,KEPULAUAN RIAU,2021,83.61,7968.11, 95.30 
Cabai Besar/ Tw / Teropong,Sayuran,31,DKI JAKARTA,2021,0,0, -   
Cabai Besar/ Tw / Teropong,Sayuran,32,JAWA BARAT,2021,12247.65,1738926.4, 141.98 
Cabai Besar/ Tw / Teropong,Sayuran,33,JAWA TENGAH,2021,9348.44,669143.48, 71.58 
Cabai Besar/ Tw / Teropong,Sayuran,34,DI YOGYAKARTA,2021,512.56,25376.5, 49.51 
Cabai Besar/ Tw / Teropong,Sayuran,35,JAWA TIMUR,2021,10973.44,976848.14, 89.02 
Cabai Besar/ Tw / Teropong,Sayuran,36,BANTEN,2021,237.3,21137.3, 89.07 
Cabai Besar/ Tw / Teropong,Sayuran,51,BALI,2021,767.55,117468.03, 153.04 
Cabai Besar/ Tw / Teropong,Sayuran,52,NUSA TENGGARA BARAT,2021,986.1,107133.52, 108.64 
Cabai Besar/ Tw / Teropong,Sayuran,53,NUSA TENGGARA TIMUR,2021,365.19,18444.74, 50.51 
Cabai Besar/ Tw / Teropong,Sayuran,61,KALIMANTAN BARAT,2021,798.6,25580.06, 32.03 
Cabai Besar/ Tw / Teropong,Sayuran,62,KALIMANTAN TENGAH,2021,253.55,12909.2, 50.91 
Cabai Besar/ Tw / Teropong,Sayuran,63,KALIMANTAN SELATAN,2021,1048.35,78010.76, 74.41 
